"Title";"Author Keywords";"Abstract";"doi link";"Authors";"Author Full Names";"Publication Year";"Source Title";"reactor";"substrate origin";"substrate type";"substrate pretreatment";"substrate category";"size";"article type";"substrate";"Substrate category(L,FW,S,O)";"solid?";"info";"reactor type";"reactor subtype";"reactor detail";"reactor subdetail"
"Pilot-scale investigation on the treatment of cellulosic ethanol biorefinery wastewater";"Cellulosic ethanol; Distillery wastewater; Anaerobic digestion; Continuous stirred tank REACTOR (CSTR); Sequencing batch REACTOR (SBR); Ozonation";"The treatment of wastewater from a cellulosic ethanol biorefinery presents special challenges. A pilot scale process that utilized a continuous stirred tank REACTOR (CSTR), an internal circulation REACTOR (IC), and a sequencing batch REACTOR (SBR) with ozone oxidation enhancement was developed for the treatment of this challenging biorefinery wastewater. The CSTR and IC were used for COD removal through anaerobic treatment, and the SBR process was used for nitrogen removal through alternating aerobic nitrification and anaerobic denitrification. The combined process removed 85% of chemical oxygen demand (COD) and 80% of ammonium. The corresponding effluent concentrations of COD and ammonium were 1591 +/- 226 mg/L and 61 +/- 8 mg/L, respectively. Ozonation enhanced the biodegradability of the anaerobic effluent, the BOD5/COD ratio of which increased from 0.15 +/- 0.02 to 0.33 +/- 0.05. The BOD5/COD ratio of the effluent from the SBR was 0.07 +/- 0.01, which indicated the effluent was no longer treatable using a biological process. A total sulfate removal efficiency of 65% was obtained through an alternating anaerobic and aerobic process, and the final effluent sulfate concentration was 217 +/- 10 mg/L. (C) 2016 Elsevier B.V. All rights reserved.";"http://dx.doi.org/10.1016/j.cej.2016.10.066";"Hu, Q; Fan, LR; Gao, DW";"Hu, Qi; Fan, Liru; Gao, Dawen";2017;"CHEMICAL ENGINEERING JOURNAL";"cstr, high rate(internal circulation), batch(sequencing batch reactor)";"corn";"leachate";;"food industry organic waste";"pilot";;"ethanol fermentation effluent";"s";;;"batch";"sequencing batch reactor";;
"Upgrading fluidized bed bioelectrochemical REACTORs for treating brewery wastewater by using a fluid-like electrode";"Microbial electrochemistry; Anaerobic fluidized bed REACTOR; Anaerobic digestion; Electroactive bacteria; Brewery wastewater";"Anaerobic digestion has historically shown critical operational limitations for treating industrial wastewater. Our work aims to evaluate the resilience capacity of a novel concept so-called microbial electrochemical fluidized bed REACTOR (ME-FBR) for treating real brewery wastewater under continuous operation mode over one year period. All assays were run in parallel using a conventional anaerobic fluidized bed REACTOR (AFBR). The resilience tests were designed attending to the most typical operational problems showed by the AFBR technology in real brewery wastewater treatment plants. Four different stress situations were tested: i) pollutants overloading (as high as 51.2 kgCOD/m(3) d), ii) presence of an active biocide in the fed stream (5% V-biocide/V-REACTOR), iii) operation of the REACTORs after long starvation periods (16 days) and iv) operation at low temperature (<25 degrees C). Our prepilot scale ME-FBR outperformed traditional AFBR for wastewater treatment capacity under all stress test regarding COD removal rate, total nitrogen (TN) removal rate and bioenergy recovery (bioelectrochemical-assisted hydrogen generation). Among all stress test, low temperatures and long starvation periods deeply decrease the robustness of both technologies.";"http://dx.doi.org/10.1016/j.cej.2020.127103";"Asensio, Y; Llorente, M; Fernandez, P; Tejedor-Sanz, S; Ortiz, JM; Ciriza, JF; Monsalvo, V; Rogalla, F; Esteve-Nunez, A";"Asensio, Yeray; Llorente, Maria; Fernandez, Patricia; Tejedor-Sanz, Sara; Ortiz, Juan Manuel; Ciriza, Juan Francisco; Monsalvo, Victor; Rogalla, Frank; Esteve-Nunez, Abraham";2021;"CHEMICAL ENGINEERING JOURNAL";"high rate(fluidized bed)";"brewery wastewater";;;"food industry organic waste";"lab";;"brewery wastewater";"s";;;"high rate";"fluidized bed";;
"Investigating the impact of seasonal temperature variation on biogas production from covered anaerobic lagoons treating slaughterhouse wastewater using lab scale studies";"Anaerobic digestion; Continuous stirred tank REACTOR; Mesophilic; Abattoir; Process stability; Economic assessment";"Low-rate anaerobic digestion technology can be influenced by environmental conditions, most notably temperature. The effect of temperature on lipid degradation and crust formation in lagoon digesters treating red meat processing (RMP) wastewater is especially pronounced, impacting on the anaerobic digestion process, resulting degradation and biogas generation. This study investigates the effect of temperature reduction from 38 degrees C to 25 degrees C to simulate the annual seasonal temperature range experienced in a covered anaerobic lagoon treating slaughterhouse wastewater located in South-East Queensland, Australia. A step-wise temperature reduction was carried out over a three-month period in continuous stirred tank REACTORs, and anaerobic digestion performance was compared to digesters operating at optimal mesophilic conditions. After reaching the minimum seasonal temperature, the organic loading rate was increased to identify the limits for organic loading at the different temperature levels. Lower temperatures had a negative impact on degradation efficiency, biogas production, and process stability. The translation of lab scale results to commercial scale operation indicated a 30% reduction in biogas production at a temperature of 31 degrees C, which corresponded to the highest annual temperatures in the covered anaerobic lagoon. A further decrease to 25.5 degrees C, which represents the lowest annual temperature in the lagoon, with an increase of the organic loading rate caused up to 80% difference in gas production and negatively influenced process stability. Economic assessment indicated that by operating lagoons under optimal mesophilic conditions, natural gas consumption could be offset with biogas to reduce yearly expenditure of natural gas by up to 25.4%.";"http://dx.doi.org/10.1016/j.jece.2019.103077";"Schmidt, T; Harris, P; Lee, S; McCabe, BK";"Schmidt, Thomas; Harris, Peter; Lee, Seonmi; McCabe, Bernadette K.";2019;"JOURNAL OF ENVIRONMENTAL CHEMICAL ENGINEERING";"anaerobic lagoon";"wastewater";;;"activated sludge";"full";;"slaughterhouse wastewater";"s";;;"anaerobic lagoon";;;
"Investigating the impact of seasonal temperature variation on biogas production from covered anaerobic lagoons treating slaughterhouse wastewater using lab scale studies";"Anaerobic digestion; Continuous stirred tank REACTOR; Mesophilic; Abattoir; Process stability; Economic assessment";"Low-rate anaerobic digestion technology can be influenced by environmental conditions, most notably temperature. The effect of temperature on lipid degradation and crust formation in lagoon digesters treating red meat processing (RMP) wastewater is especially pronounced, impacting on the anaerobic digestion process, resulting degradation and biogas generation. This study investigates the effect of temperature reduction from 38 degrees C to 25 degrees C to simulate the annual seasonal temperature range experienced in a covered anaerobic lagoon treating slaughterhouse wastewater located in South-East Queensland, Australia. A step-wise temperature reduction was carried out over a three-month period in continuous stirred tank REACTORs, and anaerobic digestion performance was compared to digesters operating at optimal mesophilic conditions. After reaching the minimum seasonal temperature, the organic loading rate was increased to identify the limits for organic loading at the different temperature levels. Lower temperatures had a negative impact on degradation efficiency, biogas production, and process stability. The translation of lab scale results to commercial scale operation indicated a 30% reduction in biogas production at a temperature of 31 degrees C, which corresponded to the highest annual temperatures in the covered anaerobic lagoon. A further decrease to 25.5 degrees C, which represents the lowest annual temperature in the lagoon, with an increase of the organic loading rate caused up to 80% difference in gas production and negatively influenced process stability. Economic assessment indicated that by operating lagoons under optimal mesophilic conditions, natural gas consumption could be offset with biogas to reduce yearly expenditure of natural gas by up to 25.4%.";"http://dx.doi.org/10.1016/j.jece.2019.103077";"Schmidt, T; Harris, P; Lee, S; McCabe, BK";"Schmidt, Thomas; Harris, Peter; Lee, Seonmi; McCabe, Bernadette K.";2019;"JOURNAL OF ENVIRONMENTAL CHEMICAL ENGINEERING";"cstr";"wastewater";;;"activated sludge";"full";;"slaughterhouse wastewater";"s";;;"cstr";;;
"Methane production in an upflow anaerobic biofilm digester from leachates derived from poultry litter at different organic loading rates and hydraulic retention times";"Anaerobic digestion; Biofilm REACTOR; Hydraulic retention time; Organic loading rates; Poultry litter";"Attached growth anaerobic process has not been investigated for methane production from poultry litter. In this study, an upflow anaerobic biofilm REACTOR operated at 35 degrees C was used to treat leachates derived from poultry litter at different organic loading rates (OLR) and hydraulic retention times (HRT). The experiments showed that the highest theoretical methane yield was 86.9% at OLR 1.05 g COD L-1 d(-1) and HRT 20.5 d, and the highest COD removal was 86.1% at OLR 0.904 g COD L-1 d(-1) and HRT 16.6 d. The lower OLR for this REACTOR can be attributed to higher solid contents and lower ratios of carbon to nitrogen in leachates. The experimental results demonstrated that anaerobic biofilm REACTOR can be used efficiently for treatment of leachates derived from poultry litter.";"http://dx.doi.org/10.1016/j.jece.2017.09.049";"Shen, JC; Zhu, J";"Shen, Jiacheng; Zhu, Jun";2017;"JOURNAL OF ENVIRONMENTAL CHEMICAL ENGINEERING";"high rate(fixed bed)";"chicken";"leachate";;"manure";"lab";;"poultry litter leachate";"s";;;"high rate";"fixed bed";;
"Technical and operational feasibility of psychrophilic anaerobic digestion biotechnology for processing ammonia-rich waste";"Ammonia inhibition; Biomass acclimation; Pig manure; Psychrophilic anaerobic digestion; Sequencing batch REACTOR";"Ammonia nitrogen plays a critical role in the performance and stability of anaerobic digestion (AD) of ammonia rich wastes like animal manure. Nevertheless, inhibition due to high ammonia remains an acute limitation in AD process. A successful long-term operation of AD process at high ammonia (>5 gN/L) is limited. This study focused on validating technical feasibility of psychrophilic AD in sequencing batch REACTOR (PADSBR) to treat swine manure spiked with NH4Cl up to 8.2 +/- 0.3 gN/L, as a representative of N-rich waste. CODt, CODs, VS removals of 86 +/- 3, 82 +/- 2 and 73 +/- 3% were attained at an OLR of 3 gCOD/L.d, respectively. High-ammonia had no effect on methane yields (0.23 +/- 0.04 L CH4/gTCOD(fed)) and comparable to that of control REACTORs, which fed with raw swine manure alone (5.5 gN/L). Longer solids/hydraulic retention times in PADSBRs enhanced biomass acclimation even at high-ammonia. Thus VFA, an indicator for process stability, did not accumulate in PADSBR. Further investigation is essential to establish the maximum concentrations of TKN and free ammonia that the PADSBR can sustain. Crown Copyright (C) 2014 Published by Elsevier Ltd. All rights reserved";"http://dx.doi.org/10.1016/j.apenergy.2014.01.034";"Masse, DI; Rajagopal, R; Singh, G";"Masse, Daniel I.; Rajagopal, Rajinikanth; Singh, Gursharan";2014;"APPLIED ENERGY";"batch(sequencing batch reactor)";"swine";;;"manure";"lab";;"ammonia rich waste";"l";;;"batch";"sequencing batch reactor";;
"Anaerobic treatment of a recalcitrant distillery wastewater by a thermophilic UASB REACTOR";"vinasse; thermophilic anaerobic digestion; upflow anaerobic sludge blanket REACTOR; granular sludge; biodegradability";"The feasibility of thermophilic (55 degrees C) anaerobic treatment of an alcohol distillery wastewater (cane molasses vinasse) was studied using a 140 l upflow anaerobic sludge blanket (UASB) REACTOR for a period of 430 days. Organic loading rates were applied up to 28 kg chemical oxygen demand (GOD) m(-3) d(-1) by reducing hydraulic retention time (HRT) at a fixed influent concentration of 10 g COD l(-1). Chemical oxygen demand removals during the entire experimental period were relatively low (39-67%), while biochemical oxygen demand (BOD) removals were more satisfactory (more than 80%). The biodegradability of the vinasse used in this study was assessed by a serum vial test. The test revealed that methane production rates from the vinasse were only 1/36, 1/32, 1/25 and 1/23 as great as those from H-2/CO2, acetate, glucose and another type of vinasse (malt), respectively. The poor performance of the REACTOR for COD elimination can probably be attributed to the low degradability of the waste itself. Methanogenic activity of the retained sludge increased 24 times, for acetate, and 13 times, for H-2/CO2, as much as that of the inoculum sludge. The optimum temperature of methanogenic activity of the sludge depended on the substrate used; i.e. 60 degrees C for acetate, 60-65 degrees C for H-2/CO2, and around 55 degrees C for the waste. (C) 1996 Elsevier Science Ltd.";"http://dx.doi.org/10.1016/0960-8524(96)00003-X";"Harada, H; Uemura, S; Chen, AC; Jayadevan, J";"Harada, H; Uemura, S; Chen, AC; Jayadevan, J";1996;"BIORESOURCE TECHNOLOGY";"high rate(UASB)";"cane";"vinasse";;"food industry organic waste";"lab";;"distillery wastewater";"s";;;"high rate";"UASB";;
"Comparison of semi-batch vs. continuously fed anaerobic bioREACTORs for the treatment of a high-strength, solids-rich pumpkin-processing wastewater";"high-strength wastewater; upflow anaerobic solid removal REACTOR; anaerobic sequencing batch REACTOR; pumpkin wastewater; anaerobic digestion";"The objective of this work was to compare two different high-rate anaerobic bioREACTOR configurations - the anaerobic sequencing batch REACTOR (ASBR) and the upflow anaerobic solid removal (UASR) REACTOR - for the treatment of a solid-rich organic wastewater with a high strength. The two, 4.5-L REACTORs were operated in parallel for close to 100 days under mesophilic conditions (37 degrees C) with non-granular biomass by feeding a pumpkin wastewater with similar to 4% solids. The organic loading rate of pumpkin wastewater was increased periodically to a maximum of 8 g COD L-1 d(-1) by shortening the hydraulic retention time to 5.3 days. Compositional analysis of pumpkin wastewater revealed deficiencies in the trace metal cobalt and alkalinity. With supplementation, the ASBR outperformed the UASR REACTOR with total chemical oxygen demand (COD) removal efficiencies of 64% and 53%, respectively, achieving a methane yield of 0.27 and 0.20 L CH4 g(-1) COD fed to the ASBR and UASR, respectively. The better performance realized with the ASBR and this specific wastewater was attributed to its semi-batch, dynamic operating conditions rather than the continuous operating conditions of the UASR REACTOR.";"http://dx.doi.org/10.1080/09593330.2015.1018842";"del Agua, I; Usack, JG; Angenent, LT";"del Agua, Isabel; Usack, Joseph G.; Angenent, Largus T.";2015;"ENVIRONMENTAL TECHNOLOGY";"batch(sequencing batch reactor), high rate(upflow anaerobic solid removal)";"synthetic wastewater";;;"synthetic";"lab";;"organic wastewater";"s";;;"batch";"sequencing batch reactor";;
"Comparison of semi-batch vs. continuously fed anaerobic bioREACTORs for the treatment of a high-strength, solids-rich pumpkin-processing wastewater";"high-strength wastewater; upflow anaerobic solid removal REACTOR; anaerobic sequencing batch REACTOR; pumpkin wastewater; anaerobic digestion";"The objective of this work was to compare two different high-rate anaerobic bioREACTOR configurations - the anaerobic sequencing batch REACTOR (ASBR) and the upflow anaerobic solid removal (UASR) REACTOR - for the treatment of a solid-rich organic wastewater with a high strength. The two, 4.5-L REACTORs were operated in parallel for close to 100 days under mesophilic conditions (37 degrees C) with non-granular biomass by feeding a pumpkin wastewater with similar to 4% solids. The organic loading rate of pumpkin wastewater was increased periodically to a maximum of 8 g COD L-1 d(-1) by shortening the hydraulic retention time to 5.3 days. Compositional analysis of pumpkin wastewater revealed deficiencies in the trace metal cobalt and alkalinity. With supplementation, the ASBR outperformed the UASR REACTOR with total chemical oxygen demand (COD) removal efficiencies of 64% and 53%, respectively, achieving a methane yield of 0.27 and 0.20 L CH4 g(-1) COD fed to the ASBR and UASR, respectively. The better performance realized with the ASBR and this specific wastewater was attributed to its semi-batch, dynamic operating conditions rather than the continuous operating conditions of the UASR REACTOR.";"http://dx.doi.org/10.1080/09593330.2015.1018842";"del Agua, I; Usack, JG; Angenent, LT";"del Agua, Isabel; Usack, Joseph G.; Angenent, Largus T.";2015;"ENVIRONMENTAL TECHNOLOGY";"batch(sequencing batch reactor), high rate(upflow anaerobic solid removal)";"synthetic wastewater";;;"synthetic";"lab";;"organic wastewater";"s";;;"high rate";"UASB";;
"Effect of Leachate Spraying Intensity on High-Solid Anaerobic Digestion of Corn Stover and Organic Fraction of Municipal Solid Waste";"High-solid anaerobic digestion; Corn stover; Municipal solid waste; Leach-bed REACTORs";"The effects of leachate spraying intensity (LSI, the ratio of leachate spraying rate and spraying area) on high-solid anaerobic digestion (HS-AD) of corn stover (CS) and organic fraction of municipal solid waste (OFMSW) were investigated for the first time. Three leach-bed REACTORs (LBR) with working volume of 48 L were used in this study. Gaseous parameters including CH4, H-2 and CO2 concentration, and liquid parameters including pH, volatile fatty acid (VFA) and total inorganic carbon (TIC), were measured. Results found that LSI could significant influence the methane yield from HS-AD of CS and OFMSW. Higher LSI of 88 mL/min dm(2) could enhance the degradation rate of feedstocks, with highest VFA concentration of 21273 mg/L using liquid sludge as inoculum. Consequently, the methanogenesis was inhibited. Incubation of solid digestate (50% of solid digestate + 50 of liquid sludge) can be operated stably at higher LSI of 88 mL/min dm(2), where highest methane yield of 184.6 mL/g VS was obtained. The finding of this study could provide useful information for the efficient operation of HS-AD.";"http://dx.doi.org/10.1007/s12649-019-00661-6";"Qian, MY; Zhou, Y; Zhang, YX; Wang, ZX; Li, RH; Jiang, H; Zhou, HJ; Li, YQ";"Qian, Mingyu; Zhou, Ye; Zhang, Yixin; Wang, Zhenxin; Li, Ruihua; Jiang, Hao; Zhou, Hongjun; Li, Yeqing";2020;"WASTE AND BIOMASS VALORIZATION";"leach bed";"municipal solid waste";;;"ofmsw";"lab";;"municipal solid waste";"l";"solid";;"leach bed";;;
"UASB-septic tank as an alternative for decentralized wastewater treatment in Mexico";"Anaerobic digestion; anaerobic baffled REACTOR; desludging; modified septic tank; specific methanogenic activity";"The aim of this work was to evaluate the performance of a UASB-septic tank as a decentralized treatment of high-strength municipal wastewater under two different HRTs (48 and 72 h). Thus, a lab-scale (44.85 L) UASB-septic tank constituted by three compartments was operated under HRT 72 and 48 h. Removal efficiencies of total chemical oxygen demand (COD), biological oxygen demand (BOD5) and suspended solids (SS) ranged from 60% to 80% for the first two parameters and from 70% to 90% for the last one. According to the statistical analysis, it was established that decreasing HRT from 72 to 48 h did not affect the performance of the UASB-septic tank; therefore, the latter HRT is recommended to be used for operation. In the first compartment, most of the organic matter removal was carried out, while the other two compartments served as polishing. Over the course of six months, the VS concentration and VS/TS ratio in sludge blanket decreased, indicating digestion and stabilization of the retained solids. Also, an increase of 4% in sludge volume was observed; thus, time for desludging would be approximately five years. Comparison of the UASB-septic tank and the UASB REACTOR showed that both systems had similar performance regarding effluent concentrations of organic matter and solids. Thus, under low volumetric organic load conditions (less than 20 mg COD/L h), the former is an attractive option for municipal wastewater treatment.";"http://dx.doi.org/10.1080/09593330.2018.1430170";"Santiago-Diaz, AL; Garcia-Albortante, J; Salazar-Pelaez, ML";"Santiago-Diaz, Angel L.; Garcia-Albortante, Julisa; Salazar-Pelaez, Monica L.";2019;"ENVIRONMENTAL TECHNOLOGY";"high rate(UASB)";"municipal wastewater";;;"activated sludge";"lab";;"municipal wastewater";"s";;;"high rate";"UASB";;
"Anaerobic digestion of corn ethanol thin stillage in batch and by high-rate down-flow fixed film REACTORs";"anaerobic digestion; BMP; corn thin stillage; down-flow stationary fixed film REACTOR";"Thin stillage (CTS) from a dry-grind corn ethanol plant was evaluated as a carbon source for anaerobic digestion (AD) by batch and high rate semi-continuous down-flow stationary fixed film (DSFF) REACTORs. Biochemical methane potential (BMP) assays were carried out with CTS concentrations ranging from approximately 2,460-27,172 mg total chemical oxygen demand (TCOD) per litre, achieved by diluting CTS with clean water or a combination of clean water and treated effluent. High TCOD, SCOD and volatile solids (VS) removal efficiencies of 85 +/- 2, 94 +/- 0 and 82 +/- 1% were achieved for CTS diluted with only clean water at an organic concentration of 21,177 mg TCOD per litre, with a methane yield of 0.30 L methane per gram TCODremoved at standard temperature and pressure (STP, 0 W C and 1 atmosphere). Batch studies investigating the use of treated effluent for dilution showed promising results. Continuous studies employed two mesophilic DSFF anaerobic digesters treating thin stillage, operated at hydraulic retention times (HRT) of 20, 14.3, 8.7, 6.3, 5 and 4.2 d. Successful digestion was achieved up to an organic loading rate (OLR) of approximately 7.4 g TCOD L(-1)d(-1) at a 5 d HRT with a yield of 2.05 LCH4 L(-1)d(-1) (at STP) and TCOD and VS removal efficiencies of 89 +/- 3 and 85 +/- 3%, respectively.";"http://dx.doi.org/10.2166/wst.2012.371";"Wilkinson, A; Kennedy, KJ";"Wilkinson, A.; Kennedy, K. J.";2012;"WATER SCIENCE AND TECHNOLOGY";"high rate(fixed film(down flow), batch";"corn";"thin stillage";;"food industry organic waste";"lab";;"thin stillage";"l";;;"high rate";"fixed film";"down flow";
"Anaerobic digestion of corn ethanol thin stillage in batch and by high-rate down-flow fixed film REACTORs";"anaerobic digestion; BMP; corn thin stillage; down-flow stationary fixed film REACTOR";"Thin stillage (CTS) from a dry-grind corn ethanol plant was evaluated as a carbon source for anaerobic digestion (AD) by batch and high rate semi-continuous down-flow stationary fixed film (DSFF) REACTORs. Biochemical methane potential (BMP) assays were carried out with CTS concentrations ranging from approximately 2,460-27,172 mg total chemical oxygen demand (TCOD) per litre, achieved by diluting CTS with clean water or a combination of clean water and treated effluent. High TCOD, SCOD and volatile solids (VS) removal efficiencies of 85 +/- 2, 94 +/- 0 and 82 +/- 1% were achieved for CTS diluted with only clean water at an organic concentration of 21,177 mg TCOD per litre, with a methane yield of 0.30 L methane per gram TCODremoved at standard temperature and pressure (STP, 0 W C and 1 atmosphere). Batch studies investigating the use of treated effluent for dilution showed promising results. Continuous studies employed two mesophilic DSFF anaerobic digesters treating thin stillage, operated at hydraulic retention times (HRT) of 20, 14.3, 8.7, 6.3, 5 and 4.2 d. Successful digestion was achieved up to an organic loading rate (OLR) of approximately 7.4 g TCOD L(-1)d(-1) at a 5 d HRT with a yield of 2.05 LCH4 L(-1)d(-1) (at STP) and TCOD and VS removal efficiencies of 89 +/- 3 and 85 +/- 3%, respectively.";"http://dx.doi.org/10.2166/wst.2012.371";"Wilkinson, A; Kennedy, KJ";"Wilkinson, A.; Kennedy, K. J.";2012;"WATER SCIENCE AND TECHNOLOGY";"high rate(fixed film(down flow), batch";"corn";"thin stillage";;"food industry organic waste";"lab";;"thin stillage";"l";;;"batch";;;
"Anaerobic digestion performance and microbial community structure of corn stover in three-stage continuously stirred tank REACTORs";"Corn stover; Three-stage anaerobic digestion; Continuous stirred tank REACTOR; Microbial diversity";"A new three-stage anaerobic digestion (TSAD) system combining the two-stage and serial continuously stirred tank REACTOR (CSTR) was developed for the high-efficiency anaerobic digestion (AD) of corn stover. At the same hydraulic retention time of 50 d and organic loading rate (OLR) of 1.8 g TS L-1 d (-1), TSAD achieved a 33.2-50.5% higher methane yield than that of the traditional one-stage and two-stage AD. Moreover, the TSAD process showed higher buffering ability and system stability, relieving the negative impact of serial CSTR at high OLR. It was also found that the hydrogenotrophic methanogen Methanobacteriaceae and multi-function methanogen Methanosarcinaceae were dominant, and the populations of Ruminococcaceae and Syntrophomonadaceae with the function of acetogenesis were enriched in TSAD. The results demonstrated that TSAD could be a high efficient system for converting corn stover into bioenergy.";"http://dx.doi.org/10.1016/j.biortech.2019.121339";"Liu, Y; Wachemo, AC; Yuan, HR; Li, XJ";"Liu, Yue; Wachemo, Akiber Chufo; Yuan, HaiRong; Li, XiuJin";2019;"BIORESOURCE TECHNOLOGY";"three stage(cstr)";"corn";"stover";;"lignocellulose";"lab";;"corn stover";"l";;;"three stage";"cstr";;
"Monitoring and control of an anaerobic upflow fixed-bed REACTOR for high-loading-rate operation and rejection of disturbances";"anaerobic digestion; fixed-bed REACTOR; cascade control; extremum-seeking control; monitoring; disturbance";"A new control strategy has been introduced for operating anaerobic digestion processes efficiently at high load. The control system includes a cascade controller embedded into a rule-based supervisory system based on extremum-seeking control. Three process parameters, considered to be the most realistic variables for monitoring of the bioprocess, were selected (pH, biogas production rate, and the difference between the actual biogas flow and its setpoint). The control system examines these variables and varies the organic load by manipulating the influent flow. Good control performance was achieved during the start-up, during steady-state running operations, and during rejection of disturbances. The main advantages of this control approach can be attributed to its ability to adjust control parameters automatically, both for high-load operation and for rejection of disturbances. Furthermore, the influent flow can be tuned automatically according to variations in organic matter in the feed without the characteristics of the influent being considered. (C) 2004 Wiley Periodicals, Inc.";"http://dx.doi.org/10.1002/bit.20088";"Liu, J; Olsson, G; Mattiasson, B";"Liu, J; Olsson, G; Mattiasson, B";2004;"BIOTECHNOLOGY AND BIOENGINEERING";"high rate(fixed bed(upflow))";"synthetic wastewater";;;"synthetic";;;;;;;"high rate";"fixed bed";"upflow";
"Two-stage psychrophilic anaerobic digestion of food waste: Comparison to conventional single-stage mesophilic process";"Food waste; Anaerobic digestion; BMP; Two-stage REACTOR; Psychrophilic digestion; Mesophilic digestion";"Food waste collected exclusively from University restaurant was tested under anaerobic digestion (AD) conditions to determine its biomethane generation potential. The digestion characteristics of food waste were evaluated in BMP tests and in a conventional single-stage mesophilic CST REACTOR. The suitability of psychrophilic two-stage AD to convert food waste was investigated by using a novel two-stage psychrophilic semi-continuous REACTOR, consisted of a vertically-oriented cylindrical REACTOR and a coaxially incorporated vertical tube able to spatially separate acidification from methanogenesis. Food waste presented significant methane generation performance under mesophilic conditions. Relatively high amounts of H2S released during process evolution did not have a significant effect on biogas production. For psychrophilic two-stage AD, H2S generated during start-up provoked REACTOR's instability only for a few days. The system was stable and operated at steady-state conditions over the course of the main AD. Higher amount of biogas was produced by the two-stage psychrophilic REACTOR (0.800 m(3) kgVS(-1)) than the mesophilic single-stage system (0.751 m(3) kgVS(-1)). However, the average methane quantities generated by the two systems were remarkably similar (0.444 and 0.440 m(3) kgVS(-1)). Psychrophilic process was more efficient in utilizing higher proportions of volatile organics contained in substrate for methane generation than mesophilic operation. The low-temperature two-stage REACTOR was more energy-efficient than the mesophilic CSTR for digestion of food waste. Two-stage anaerobic digestion system operating under psychrophilic conditions might be an economically feasible option for efficiently digesting food waste. (C) 2020 Elsevier Ltd. All rights reserved.";"http://dx.doi.org/10.1016/j.wasman.2020.09.039";"Rusin, J; Chamradova, K; Basinas, P";"Rusin, Jiri; Chamradova, Katerina; Basinas, Panagiotis";2021;"WASTE MANAGEMENT";"cstr, two stage(vertically-oriented cylindrical REACTOR +  coaxially incorporated vertical tube)";"canteen";;;"food waste";"lab";;"food waste";"fw";;;"cstr";;;
"Two-stage psychrophilic anaerobic digestion of food waste: Comparison to conventional single-stage mesophilic process";"Food waste; Anaerobic digestion; BMP; Two-stage REACTOR; Psychrophilic digestion; Mesophilic digestion";"Food waste collected exclusively from University restaurant was tested under anaerobic digestion (AD) conditions to determine its biomethane generation potential. The digestion characteristics of food waste were evaluated in BMP tests and in a conventional single-stage mesophilic CST REACTOR. The suitability of psychrophilic two-stage AD to convert food waste was investigated by using a novel two-stage psychrophilic semi-continuous REACTOR, consisted of a vertically-oriented cylindrical REACTOR and a coaxially incorporated vertical tube able to spatially separate acidification from methanogenesis. Food waste presented significant methane generation performance under mesophilic conditions. Relatively high amounts of H2S released during process evolution did not have a significant effect on biogas production. For psychrophilic two-stage AD, H2S generated during start-up provoked REACTOR's instability only for a few days. The system was stable and operated at steady-state conditions over the course of the main AD. Higher amount of biogas was produced by the two-stage psychrophilic REACTOR (0.800 m(3) kgVS(-1)) than the mesophilic single-stage system (0.751 m(3) kgVS(-1)). However, the average methane quantities generated by the two systems were remarkably similar (0.444 and 0.440 m(3) kgVS(-1)). Psychrophilic process was more efficient in utilizing higher proportions of volatile organics contained in substrate for methane generation than mesophilic operation. The low-temperature two-stage REACTOR was more energy-efficient than the mesophilic CSTR for digestion of food waste. Two-stage anaerobic digestion system operating under psychrophilic conditions might be an economically feasible option for efficiently digesting food waste. (C) 2020 Elsevier Ltd. All rights reserved.";"http://dx.doi.org/10.1016/j.wasman.2020.09.039";"Rusin, J; Chamradova, K; Basinas, P";"Rusin, Jiri; Chamradova, Katerina; Basinas, Panagiotis";2021;"WASTE MANAGEMENT";"cstr, two stage(vertically-oriented cylindrical REACTOR +  coaxially incorporated vertical tube)";"canteen";;;"food waste";"lab";;"food waste";"fw";;;"two stage";"vertically-oriented cylindrical REACTOR +  coaxially incorporated vertical tube";;
